# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "8" "-p" "-B" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-o" "count.txt" "SRR13978643Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13978643Aligned.sortedByCoord.out.bam
YER094C	V	348729	349346	-	618	318
YER038C	V	226858	228252	-	1395	58
YEL034W	V	85676	86149	+	474	0
YER144C	V	457806	460223	-	2418	141
YER069W	V	295410	298001	+	2592	564
YEL066W	V	26667	27206	+	540	20
YER161C	V	499347	500348	-	1002	274
YER131W	V	423952	424311	+	360	2607
YER027C	V	208979	210232	-	1254	314
tH(GUG)E2	V	434541	434612	-	72	0
YER088C-A	V	335696	336019	-	324	56
YER002W	V	156803	157498	+	696	92
YEL062W	V	34407	36254	+	1848	74
YEL074W	V	6126	6464	+	339	5
YER142C	V	455146	456036	-	891	44
YER035W	V	222639	223076	+	438	342
YER145C	V	460526	461740	-	1215	208
YER176W	V	541690	545055	+	3366	278
YER071C	V	301947	302327	-	381	45
YER150W	V	468370	468816	+	447	2054
YER177W	V	545611	546414	+	804	6672
YER123W	V	404813	406387	+	1575	178
YEL018W	V	121471	122310	+	840	54
YER116C	V	395348	396172	-	825	100
YER043C	V	235770	237119	-	1350	2297
YEL004W	V	146951	147979	+	1029	53
YER141W	V	453459	454919	+	1461	469
YER170W	V	525974	526651	+	678	52
YER047C	V	243810	246503	-	2694	128
YER132C	V	425188	430449	-	5262	143
YEL068C	V	25646	25978	-	333	71
YER080W	V	319963	321846	+	1884	438
YER052C	V	256375	257958	-	1584	700
YER070W	V	298950	301616	+	2667	451
YEL007W	V	141892	143892	+	2001	405
tE(UUC)E2	V	354934	355005	+	72	0
YER068C-A	V	295301	295732	-	432	3
YER115C	V	394292	394867	-	576	77
tS(AGA)E	V	86604	86685	+	82	0
YER076C	V	312590	313498	-	909	33
YEL021W	V	116167	116970	+	804	165
YEL026W	V	101943	102323	+	381	193
YER040W	V	229795	231987	+	2193	150
YEL016C	V	124737	126218	-	1482	79
YER012W	V	177835	178431	+	597	379
YER190W	V	571480	576525	+	5046	2
YER185W	V	559454	560365	+	912	13
YER189W	V	571155	571523	+	369	3
YEL060C	V	40046	41953	-	1908	1429
YEL052W	V	56571	58100	+	1530	259
YER149C	V	466208	467470	-	1263	63
YER111C	V	382595	385876	-	3282	111
YER081W	V	322686	324095	+	1410	665
YER010C	V	172634	173338	-	705	148
YER018C	V	191959	192624	-	666	69
YEL076C	V	4464	5114	-	651	1
YEL018C-A	V	121455	121988	-	534	0
YER072W	V	302806	303195	+	390	192
YER093C	V	343320	347612	-	4293	130
YER178W	V	546817	548079	+	1263	1216
YER030W	V	213437	213898	+	462	204
YER128W	V	415859	416470	+	612	53
YER003C	V;V	157736;159088	158994;159118	-;-	1290	438
YER163C	V	503084	503782	-	699	58
YEL005C	V	145907	146755	-	849	129
YER173W	V	536300	538279	+	1980	103
YEL065W	V	27657	29543	+	1887	88
YEL055C	V	48471	51539	-	3069	131
YER029C	V	212587	213177	-	591	235
YER089C	V	335946	337340	-	1395	430
YER179W	V;V	548421;548645	548552;549517	+;+	1005	39
YEL011W	V	133120	135234	+	2115	483
YER166W	V	512744	517459	+	4716	354
YER061C	V	278298	279626	-	1329	126
YER082C	V	324272	325936	-	1665	111
YER118C	V	397952	399055	-	1104	98
YER152C	V	472657	473988	-	1332	236
YER107C	V	373448	374545	-	1098	115
YER020W	V	195168	196517	+	1350	324
YER125W	V	410189	412618	+	2430	352
YER122C	V	402871	404352	-	1482	545
YER038W-A	V	228451	228831	+	381	0
YER057C	V	270737	271126	-	390	313
YEL033W	V	86179	86598	+	420	50
YER006W	V	162723	164285	+	1563	200
YER007W	V	164527	166083	+	1557	27
YER078W-A	V	318646	318810	+	165	8
tA(UGC)E	V	312023	312095	-	73	0
YEL002C	V	148722	150014	-	1293	552
YEL064C	V	29797	31239	-	1443	32
YER103W	V	364589	366517	+	1929	299
YER007C-A	V;V	166237;166875	166771;166885	-;-	546	259
snR80	V	52150	52320	-	171	3
YER093C-A	V;V	347912;348277	348201;348400	-;-	414	66
YER120W	V	401135	401869	+	735	799
YER033C	V	218057	221287	-	3231	141
YER054C	V	262052	263698	-	1647	179
tV(AAC)E2	V	469457	469530	+	74	2
YER164W	V	505392	509798	+	4407	391
YER139C	V	450563	451243	-	681	36
snR52	V	431129	431220	-	92	0
YEL042W	V	73771	75327	+	1557	324
YER190C-A	V	574804	575379	-	576	0
tS(UGA)E	V	288443	288524	-	82	1
YER008C	V	167808	171818	-	4011	372
YER114C	V	390590	393712	-	3123	192
YER034W	V	221846	222403	+	558	128
YEL008W	V	140512	140892	+	381	7
YER014W	V	182600	184219	+	1620	167
YER143W	V	456319	457605	+	1287	180
YER053C-A	V	260933	261046	-	114	142
YER028C	V	210692	211876	-	1185	37
YER048C	V	246982	248157	-	1176	430
YER044C	V	237570	238016	-	447	283
YEL039C	V	79636	79977	-	342	71
YER053C	V	258737	259639	-	903	902
tQ(UUG)E1	V	250286	250357	+	72	0
YEL034C-A	V	85613	86215	-	603	94
YER155C	V	476345	482848	-	6504	349
snR4	V	424698	424883	+	186	18
YER050C	V	253971	254387	-	417	91
YER031C	V	214076	214747	-	672	268
YER037W	V	225889	226854	+	966	161
YEL049W	V	63728	64090	+	363	3
tQ(UUG)E2	V	131082	131153	-	72	0
YEL006W	V	144327	145334	+	1008	182
YER100W	V	359562	360314	+	753	327
YER181C	V	551473	551796	-	324	0
YER015W	V	184541	186775	+	2235	55
YER129W	V	417281	420709	+	3429	291
YER172C-A	V	536275	536655	-	381	0
tR(UCU)E	V	138666	138737	+	72	0
YEL072W	V	13720	14415	+	696	68
YEL075C	V	5345	5713	-	369	0
YER048W-A	V	250718	251002	+	285	78
YER051W	V	254656	256134	+	1479	119
YER171W	V	527082	529418	+	2337	133
YER078C	V	316807	318342	-	1536	152
YER169W	V	523369	525759	+	2391	317
YEL003W	V;V	148176;148283	148194;148599	+;+	336	48
YEL077W-A	V	630	1112	+	483	0
YEL017C-A	V	122798	122929	-	132	1978
YER133W	V;V	432495;433197	432671;433958	+;+	939	537
YER152W-A	V	473485	474051	+	567	0
YER060W	V	274567	276153	+	1587	175
YER186C	V	561705	562625	-	921	65
YER188W	V	568040	568759	+	720	15
YEL045C	V	68840	69265	-	426	7
YER022W	V	198812	200875	+	2064	216
YER148W-A	V	466185	466763	+	579	1
YER157W	V	484788	487193	+	2406	146
YER014C-A	V;V	183731;184678	184169;184700	-;-	462	0
YEL076C-A	V;V	4185;4602	4322;5114	-;-	651	0
YEL038W	V	80462	81145	+	684	114
YER066W	V	290242	290799	+	558	18
YER098W	V	355466	357730	+	2265	83
YEL035C	V	85045	85545	-	501	3
RPR1	V	117667	118035	-	369	13
YER063W	V	281710	282366	+	657	332
YER127W	V	414481	415554	+	1074	57
YER154W	V	475020	476228	+	1209	288
YER032W	V	215063	217693	+	2631	134
YER180C-A	V	550865	551122	-	258	5
YEL071W	V	16355	17845	+	1491	1036
tK(CUU)E2	V	435752	435824	-	73	0
YEL057C	V	45020	45721	-	702	8
YEL069C	V	21537	23231	-	1695	6
YEL043W	V	70478	73348	+	2871	249
YER096W	V	351698	353236	+	1539	11
YER017C	V	189503	191788	-	2286	213
YEL019C	V	120498	121301	-	804	11
YER009W	V	172115	172492	+	378	349
YER104W	V	366802	367428	+	627	55
YER067W	V	292066	292551	+	486	23
SCR1	V	441987	442508	+	522	356
YER044C-A	V;V	238460;239712	239623;239774	-;-	1227	10
YER101C	V	360502	361794	-	1293	68
YER121W	V	402375	402719	+	345	16
YER019C-A	V	194273	194539	-	267	324
tE(UUC)E1	V	177099	177170	+	72	0
YEL050C	V	59670	60851	-	1182	100
YER062C	V	279930	280682	-	753	1086
YER006C-A	V	164344	164661	-	318	0
YER016W	V	188277	189311	+	1035	164
YEL025C	V	102581	106147	-	3567	171
YER024W	V	202192	204963	+	2772	92
YER023W	V	201076	201936	+	861	377
YER079W	V	318920	319552	+	633	332
YER136W	V	439616	440971	+	1356	677
YER151C	V	469686	472424	-	2739	249
YEL029C	V	96858	97796	-	939	48
YER065C	V	285241	286914	-	1674	114
YEL050W-A	V	59549	59740	+	192	46
YER085C	V	327619	328140	-	522	0
YER147C	V	462968	464842	-	1875	36
YER064C	V	282705	284222	-	1518	386
YER119C	V	399496	400842	-	1347	243
YEL020C-B	V	117183	117380	-	198	0
YER068W	V	293050	294813	+	1764	271
YER158C	V	488857	490578	-	1722	159
YER138W-A	V	449474	449578	+	105	40
YER130C	V	421115	422446	-	1332	278
YEL015W	V	126629	128284	+	1656	221
tK(CUU)E1	V	135425	135497	-	73	1
YER153C	V	474041	474805	-	765	52
YER137W-A	V	441575	441880	+	306	0
YER113C	V	387932	390052	-	2121	73
YEL030W	V	94644	96578	+	1935	52
YER083C	V	326174	327031	-	858	292
YER167W	V	518216	520771	+	2556	173
YEL032C-A	V	87040	87201	-	162	0
YEL073C	V	7230	7553	-	324	60
tV(AAC)E1	V	438700	438773	+	74	1
YER005W	V	160550	162442	+	1893	133
YER102W	V	363100	363702	+	603	775
YER046W	V	243180	243611	+	432	39
YER023C-A	V	201522	201734	-	213	0
YEL031W	V	90258	93905	+	3648	845
YER075C	V	308413	311199	-	2787	92
YER073W	V	304030	305592	+	1563	363
YEL027W	V	100769	101251	+	483	712
YEL024W	V	107260	107907	+	648	214
YER049W	V	251728	253662	+	1935	179
YER175W-A	V	540650	540814	+	165	10
YEL037C	V	81407	82603	-	1197	650
YER134C	V	437267	437803	-	537	30
YER088C	V	333176	335188	-	2013	1037
YER175C	V	539464	540363	-	900	275
tG(GCC)E	V	61890	61960	-	71	0
YER021W	V	196948	198519	+	1572	576
YER004W	V	159580	160275	+	696	345
YER087C-A	V	331817	332368	-	552	16
YEL017W	V	123657	124670	+	1014	275
YER106W	V	372326	373234	+	909	1
YER066C-A	V	291703	292203	-	501	14
YER117W	V;V	396769;397282	396810;397653	+;+	414	2270
YER145C-A	V	462386	462823	-	438	0
YER076W-A	V	313390	313737	+	348	8
YER187W	V	566230	566655	+	426	18
snR14	V	167427	167586	-	160	4
YER046W-A	V	243700	244029	+	330	1
YER168C	V	521029	522669	-	1641	49
YER124C	V	407342	409063	-	1722	624
SRG1	V	322212	322762	+	551	26
YER095W	V	349980	351182	+	1203	102
YEL028W	V	98668	99129	+	462	19
YER045C	V	240032	241501	-	1470	143
YER088W-B	V	335927	336073	+	147	0
YER086W	V	328477	330207	+	1731	810
YER188C-A	V	569608	569907	-	300	2
YER148W	V	465303	466025	+	723	120
YEL022W	V	111421	115800	+	4380	145
YEL001C	V	150301	150978	-	678	557
YER056C	V	266512	268113	-	1602	1714
YER087C-B	V	332582	332830	-	249	529
YEL013W	V	128825	130561	+	1737	197
YER074W	V;V	306323;306792	306325;307196	+;+	408	539
tE(UUC)E3	V	487331	487402	-	72	0
YER133W-A	V	437191	437532	+	342	65
YER119C-A	V	400867	401238	-	372	2
YEL063C	V	31694	33466	-	1773	692
YEL051W	V	58378	59148	+	771	318
YER190C-B	V	575680	576162	-	483	0
YEL061C	V	36535	39537	-	3003	84
YER059W	V	272624	273886	+	1263	189
YER091C-A	V	342390	342611	-	222	0
YER140W	V	451565	453235	+	1671	59
YEL056W	V	47168	48373	+	1206	188
YER084W-A	V	327598	328110	+	513	0
YER036C	V	223367	225199	-	1833	709
YEL009C	V	138918	139763	-	846	3094
YER079C-A	V	319902	320240	-	339	0
YEL053W-A	V	52908	53255	+	348	0
tM(CAU)E	V	100133	100204	+	72	2
YEL030C-A	V	94583	94897	-	315	0
YEL014C	V	128303	128608	-	306	9
YER156C	V	483325	484341	-	1017	278
YER162C	V	500630	502894	-	2265	81
YER090W	V	337949	339472	+	1524	475
YER074W-A	V;V;V	307653;307849;308068	307746;307956;308123	+;+;+	258	121
YER041W	V	232461	234740	+	2280	159
YER165C-A	V	512627	512983	-	357	0
YER097W	V	355140	355469	+	330	0
YER112W	V	387232	387795	+	564	273
YER090C-A	V	338322	338411	-	90	0
YER067C-A	V	292240	292563	-	324	14
snR67	V	61352	61433	+	82	6
tH(GUG)E1	V	207357	207428	+	72	4
YER174C	V	538434	539168	-	735	113
YER107W-A	V	374394	374714	+	321	4
YER026C	V	207644	208474	-	831	826
YER099C	V	358105	359061	-	957	111
YEL048C	V	64709	65167	-	459	5
YEL070W	V	19589	21097	+	1509	4
YER025W	V	205251	206834	+	1584	538
YEL075W-A	V	4870	5481	+	612	0
YER126C	V	413394	414179	-	786	120
tI(AAU)E1	V	443202	443275	-	74	1
YER182W	V	552525	553259	+	735	115
YER165W	V	510373	512106	+	1734	2131
YEL058W	V	43252	44925	+	1674	124
YER060W-A	V	276572	278164	+	1593	81
YER184C	V	556296	558680	-	2385	31
YEL012W	V;V	131772;131900	131776;132551	+;+	657	217
YEL020W-A	V	117211	117474	+	264	63
YER077C	V	314534	316600	-	2067	48
YER039C	V	228456	229205	-	750	7
YER042W	V	234937	235491	+	555	229
YER019W	V	192797	194230	+	1434	307
YER039C-A	V	229263	229481	-	219	11
YER058W	V	271768	272091	+	324	50
YER110C	V	378762	382103	-	3342	401
YER135C	V	437952	438344	-	393	6
YEL023C	V	108504	110552	-	2049	61
YEL077C	V	264	4097	-	3834	43
tI(AAU)E2	V	551285	551358	-	74	0
YER001W	V	153520	155808	+	2289	309
YEL020C	V	118617	120299	-	1683	92
YEL044W	V	69757	70257	+	501	133
YER180C	V	549724	550527	-	804	101
YER087W	V	330576	332306	+	1731	40
YER055C	V	264892	265785	-	894	1492
tR(ACG)E	V	492352	492424	-	73	0
YER091C	V	339864	342167	-	2304	2007
YER138C	V	443756	449024	-	5269	1
YER137C-A	V	447702	449024	-	1323	0
YER159C-A	V	496802	498124	-	1323	0
YER160C	V	492856	498124	-	5269	8
YHR094C	VIII	290913	292625	-	1713	170
YHL031C	VIII	38815	39486	-	672	45
YHL002W	VIII	102612	103970	+	1359	323
YHR219C-A	VIII	561199	561681	-	483	0
YHR045W	VIII	195551	197233	+	1683	132
YHR084W	VIII	274174	276240	+	2067	280
YHR126C	VIII	359702	360181	-	480	0
tS(AGA)H	VIII	133026	133107	-	82	0
YHR125W	VIII	358858	359163	+	306	0
YHR206W	VIII	512732	514600	+	1869	183
YHR097C	VIII;VIII	297385;298485	298360;298609	-;-	1101	313
YHR005C-A	VIII	115620	115901	-	282	659
YHR193C-A	VIII	488653	489027	-	375	0
YHR007C	VIII	120091	121683	-	1593	845
YHR214C-D	VIII	550648	550941	-	294	0
YHR212W-A	VIII	538742	538945	+	204	0
YHR184W	VIII	472744	474459	+	1716	2
YHR132C	VIII	368502	369794	-	1293	208
YHR182C-A	VIII	470939	471412	-	474	0
YHR025W	VIII	159438	160511	+	1074	1422
YHR055C	VIII	214533	214718	-	186	0
YHR073W	VIII	242582	245572	+	2991	326
YHL015W-A	VIII	74699	74782	+	84	1
YHR064C	VIII	225525	227141	-	1617	529
YHL041W	VIII	17392	17841	+	450	1
YHR143W	VIII	385510	386487	+	978	1700
YHR052W-A	VIII	212510	212704	+	195	0
YHL047C	VIII	8351	10213	-	1863	71
YHR175W-A	VIII	453558	453707	+	150	17
YHR003C	VIII	110028	111317	-	1290	71
YHL032C	VIII	36379	38508	-	2130	238
YHR154W	VIII	402966	406178	+	3213	88
YHR031C	VIII	170799	172970	-	2172	52
YHL042W	VIII	15667	16119	+	453	29
YHR022C-A	VIII	151217	151306	-	90	2
YHR180C-B	VIII	466958	467062	-	105	0
YHR106W	VIII	325598	326626	+	1029	106
YHR186C	VIII	475999	480672	-	4674	172
YHL029C	VIII	45929	47968	-	2040	137
YHR048W	VIII	204607	206151	+	1545	82
YHR039C-A	VIII;VIII	187173;187677	187514;187679	-;-	345	446
YHR073W-A	VIII	242868	243044	+	177	0
YHR035W	VIII	178219	180111	+	1893	21
YHR165C	VIII	429707	436948	-	7242	260
YHL006C	VIII	98343	98795	-	453	38
YHL025W	VIII	54851	55849	+	999	339
YHR172W	VIII	448335	450806	+	2472	62
YHR002W	VIII	108812	109885	+	1074	74
YHR016C	VIII;VIII	136881;138409	138240;138455	-;-	1407	244
RUF5-2	VIII	214407	215116	+	710	2
YHR079C	VIII	258244	261591	-	3348	153
YHR169W	VIII	442181	443476	+	1296	41
YHR054C	VIII	213185	214249	-	1065	3
YHR065C	VIII	227532	229037	-	1506	115
YHR088W	VIII	281495	282382	+	888	93
tH(GUG)H	VIII	62755	62826	+	72	0
YHR093W	VIII	289142	289690	+	549	6
YHL036W	VIII	26241	27881	+	1641	268
YHR100C	VIII	314116	314673	-	558	50
YHR105W	VIII	324766	325410	+	645	54
YHR056C	VIII	215183	217834	-	2652	122
YHR135C	VIII	372694	374310	-	1617	675
YHR180W	VIII	465178	465669	+	492	55
YHR086W	VIII	278153	279724	+	1572	137
YHR146W	VIII	390300	391697	+	1398	277
YHR195W	VIII	490747	491712	+	966	431
YHR119W	VIII	346043	349285	+	3243	158
YHR033W	VIII	175548	176819	+	1272	70
YHR024C	VIII	157744	159192	-	1449	160
YHL043W	VIII	14901	15413	+	513	33
YHL039W	VIII	21783	23540	+	1758	141
YHR059W	VIII	220108	220500	+	393	40
YHL048C-A	VIII	5663	5797	-	135	0
YHR026W	VIII	160844	161485	+	642	309
YHR160C	VIII	419221	420072	-	852	28
YHR085W	VIII	276764	277768	+	1005	41
YHR113W	VIII	336337	337809	+	1473	267
YHR175W	VIII	452872	453441	+	570	179
YHR148W	VIII	393534	394085	+	552	70
YHR208W	VIII	517532	518713	+	1182	999
YHR001W	VIII	106055	107368	+	1314	150
YHR131C	VIII	365340	367892	-	2553	132
YHR049C-A	VIII	207234	207530	-	297	15
YHR086W-A	VIII	280231	280392	+	162	1
YHR141C	VIII;VIII	381990;382748	382306;382751	-;-	321	668
YHR170W	VIII	443828	445384	+	1557	316
YHL021C	VIII	64462	65859	-	1398	679
YHR078W	VIII	256360	258018	+	1659	266
YHR007C-A	VIII	122550	122765	-	216	5
YHL044W	VIII	13565	14272	+	708	71
YHR214W-A	VIII	543008	543493	+	486	11
YHR161C	VIII	420373	422286	-	1914	733
YHR074W	VIII	246193	248337	+	2145	209
YHR164C	VIII	424610	429178	-	4569	94
YHL006W-A	VIII	97732	98085	+	354	17
YHR204W	VIII	506319	508709	+	2391	252
YHL002C-A	VIII	102587	103075	-	489	0
YHL030W-A	VIII	39074	39535	+	462	0
tF(GAA)H2	VIII;VIII	358478;358533	358513;358569	-;-	73	2
YHR163W	VIII	423724	424473	+	750	232
YHL046C	VIII	11923	12285	-	363	1
YHR056W-A	VIII	217406	217840	+	435	0
YHL004W	VIII	99219	100403	+	1185	392
YHL009C	VIII	84068	85060	-	993	102
YHR138C	VIII	377355	377699	-	345	117
YHR166C	VIII	437170	439050	-	1881	52
YHR151C	VIII	399268	400848	-	1581	79
YHL014C	VIII	76097	77314	-	1218	71
YHR021C	VIII;VIII	147871;148667	148116;148669	-;-	249	833
YHR198C	VIII	496315	497280	-	966	97
YHL034C	VIII	33193	34077	-	885	579
YHR124W	VIII	356561	358444	+	1884	42
YHR011W	VIII	127780	129120	+	1341	70
YHR096C	VIII	294669	296447	-	1779	80
YHR185C	VIII	474627	475340	-	714	0
YHR190W	VIII	484845	486179	+	1335	1069
YHR075C	VIII	248439	249641	-	1203	67
YHR117W	VIII	342349	344268	+	1920	184
YHR109W	VIII	330310	332067	+	1758	54
YHR207C	VIII	514905	516485	-	1581	54
YHR132W-A	VIII	370054	370449	+	396	135
YHR015W	VIII	134554	136533	+	1980	5
YHL015W	VIII	75412	75777	+	366	5857
YHR090C	VIII	283777	284625	-	849	67
YHR189W	VIII	484028	484600	+	573	53
YHR001W-A	VIII;VIII	107826;107895	107831;108122	+;+	234	199
YHR070C-A	VIII	236102	236512	-	411	15
YHR108W	VIII	328303	330060	+	1758	359
YHR006W	VIII	117814	119439	+	1626	301
YHR147C	VIII	392639	393283	-	645	48
YHR180W-A	VIII	466932	467114	+	183	0
YHR092C	VIII	287081	288811	-	1731	2123
YHR080C	VIII	262801	266838	-	4038	207
YHL045W	VIII	12502	12849	+	348	3
YHR022C	VIII	149575	150345	-	771	24
YHL027W	VIII	51111	52988	+	1878	406
YHL003C	VIII	100648	101883	-	1236	180
YHR070W	VIII	234881	236380	+	1500	98
YHR150W	VIII	397251	398990	+	1740	91
YHR133C	VIII	370722	371597	-	876	163
YHR215W	VIII	552099	553502	+	1404	13
YHL020C	VIII	66242	67456	-	1215	266
YHR101C	VIII;VIII	314874;315859	315771;315968	-;-	1008	72
YHR046C	VIII	197398	198285	-	888	63
YHR095W	VIII	292943	293437	+	495	3
YHR182W	VIII	468219	470576	+	2358	83
YHR098C	VIII	299145	301934	-	2790	348
YHR145C	VIII	388981	389337	-	357	0
YHR120W	VIII	349574	352453	+	2880	30
YHL030W	VIII	40084	45690	+	5607	144
tV(CAC)H	VIII	475706	475778	-	73	0
YHR051W	VIII	209705	210151	+	447	271
YHR130C	VIII	364965	365300	-	336	16
YHR149C	VIII	394455	396659	-	2205	90
YHR127W	VIII	360913	361644	+	732	119
YHR194W	VIII	488657	490396	+	1740	88
YHR213W-A	VIII	540549	540782	+	234	0
YHR032C-A	VIII	175275	175394	-	120	2
YHR203C	VIII;VIII	504476;505517	505247;505530	-;-	786	1357
YHR168W	VIII	440377	441933	+	1557	63
YHR167W	VIII	439342	440127	+	786	37
YHR050W	VIII	207654	209303	+	1650	207
YHR112C	VIII	334527	335663	-	1137	210
YHR027C	VIII	161730	164711	-	2982	502
YHR214C-E	VIII	551200	551499	-	300	0
YHR214W	VIII	541651	542262	+	612	5
YHR188C	VIII	482005	483837	-	1833	477
YHL023C	VIII	59123	62563	-	3441	137
YHR099W	VIII	302761	313995	+	11235	285
YHR196W	VIII	491931	493658	+	1728	55
YHR177W	VIII	456591	457952	+	1362	42
YHR174W	VIII	451327	452640	+	1314	13780
YHR199C-A	VIII;VIII	498571;498787	498719;498859	-;-	222	36
YHR034C	VIII	176965	177999	-	1035	77
YHR179W	VIII	462502	463704	+	1203	1023
YHR014W	VIII	132047	132922	+	876	17
YHR171W	VIII	445713	447605	+	1893	77
tF(GAA)H1	VIII;VIII	237848;237903	237883;237939	-;-	73	6
YHR121W	VIII	352756	353319	+	564	267
YHR116W	VIII	341665	342120	+	456	41
YHR087W	VIII	280820	281155	+	336	403
YHR176W	VIII	454229	455527	+	1299	55
YHR173C	VIII	450815	451153	-	339	20
YHL010C	VIII	81964	83721	-	1758	133
YHR102W	VIII	316572	319814	+	3243	169
YHR063C	VIII	224030	225169	-	1140	193
YHR050W-A	VIII	209475	209645	+	171	22
YHR137C-A	VIII	375738	376388	-	651	0
YHL017W	VIII	70276	71874	+	1599	110
YHL035C	VIII	27978	32756	-	4779	96
YHR043C	VIII	192805	193545	-	741	113
YHR115C	VIII	340109	341359	-	1251	235
YHL007C	VIII	95118	97937	-	2820	314
YHR018C	VIII	140011	141402	-	1392	1314
YHR076W	VIII;VIII	251101;251249	251155;252225	+;+	1032	142
YHL019C	VIII	67731	69548	-	1818	133
YHR061C	VIII	221534	222478	-	945	87
tV(AAC)H	VIII	85298	85371	-	74	0
snR32	VIII	381540	381727	+	188	9
YHR068W	VIII	232133	233296	+	1164	493
YHR218W-A	VIII	559932	560249	+	318	0
YHR037W	VIII	181977	183704	+	1728	247
YHR012W	VIII;VIII	129481;129648	129528;130448	+;+	849	90
YHR144C	VIII	387788	388726	-	939	51
YHR077C	VIII;VIII	252374;255751	255637;255756	-;-	3270	269
YHR156C	VIII	411384	412406	-	1023	21
YHR217C	VIII	556581	557042	-	462	2
YHR036W	VIII	180345	181760	+	1416	62
YHR091C	VIII	284839	286770	-	1932	112
YHR052W	VIII	210848	211978	+	1131	121
YHR123W	VIII;VIII	354815;354956	354864;356081	+;+	1176	234
YHR009C	VIII	124109	125680	-	1572	526
YHL018W	VIII	69708	70070	+	363	14
YHL012W	VIII	78936	80417	+	1482	20
YHR211W	VIII	525392	528619	+	3228	71
YHR155W	VIII	407103	410789	+	3687	112
RUF5-1	VIII	212409	213118	+	710	1
YHR139C	VIII	378219	379199	-	981	16
YHR032W-A	VIII	175195	175374	+	180	73
tA(AGC)H	VIII	146242	146314	-	73	3
YHR210C	VIII	520712	521737	-	1026	22
YHR072W-A	VIII	241664	241840	+	177	181
YHR140W	VIII	380572	381291	+	720	19
YHR044C	VIII	194068	194808	-	741	22
YHL016C	VIII	72037	74244	-	2208	190
tP(UGG)H	VIII;VIII	388893;388960	388928;388995	-;-	72	0
YHR202W	VIII	502388	504196	+	1809	175
YHR019C	VIII	141894	143558	-	1665	2552
YHL034W-A	VIII	33176	33637	+	462	18
YHR213W-B	VIII	540800	541099	+	300	10
YHR104W	VIII	323409	324392	+	984	360
YHR083W	VIII	272627	273616	+	990	249
YHR165W-A	VIII	436647	436958	+	312	0
YHL022C	VIII	62961	64157	-	1197	23
YHR032W	VIII	173344	175089	+	1746	100
YHR008C	VIII	122889	123590	-	702	829
YHL038C	VIII	23617	25509	-	1893	78
YHR071C-A	VIII	238910	239230	-	321	2
YHR081W	VIII	267538	268092	+	555	101
YHL050W-A	VIII	811	1293	+	483	0
YHL028W	VIII	48763	50580	+	1818	343
YHR073C-B	VIII	245422	245502	-	81	0
YHL033C	VIII	35255	36025	-	771	952
YHR066W	VIII	229335	230696	+	1362	110
YHR029C	VIII	167677	168561	-	885	211
YHR178W	VIII	459299	461530	+	2232	101
YHR063W-A	VIII	225442	225777	+	336	32
YHR040W	VIII	187924	189024	+	1101	46
YHR192W	VIII	486826	487662	+	837	103
YHR017W	VIII	138694	139851	+	1158	245
YHR004C	VIII	111754	113094	-	1341	138
YHL040C	VIII	19088	20971	-	1884	84
YHR191C	VIII	486230	486631	-	402	21
YHR201C	VIII	499950	501143	-	1194	120
YHR103W	VIII	320414	322972	+	2559	192
YHR213W	VIII	539151	539747	+	597	0
YHR153C	VIII	402086	402682	-	597	5
YHR082C	VIII	268459	271548	-	3090	442
YHR069C-A	VIII	234874	235236	-	363	0
YHR020W	VIII	143996	146062	+	2067	422
YHR057C	VIII	218226	218843	-	618	91
YHL024W	VIII	56649	58790	+	2142	58
YHR128W	VIII	362115	362765	+	651	168
tQ(UUG)H	VIII	134321	134392	+	72	0
YHR047C	VIII	198740	201310	-	2571	111
YHL026C	VIII	53219	54166	-	948	71
YHR197W	VIII	493896	496187	+	2292	56
YHR028C	VIII	164978	167434	-	2457	294
YHR134W	VIII	371749	372558	+	810	37
YHR122W	VIII	353625	354320	+	696	64
YHR067W	VIII	230970	231812	+	843	92
YHL037C	VIII	25778	26179	-	402	2
YHR013C	VIII	130730	131446	-	717	111
YHR137W	VIII	375709	377250	+	1542	44
tT(AGU)H	VIII	116107	116179	-	73	0
YHR158C	VIII	413685	417179	-	3495	181
YHR038W	VIII	184066	184758	+	693	34
YHR042W	VIII	190543	192618	+	2076	788
YHR028W-A	VIII	167352	167672	+	321	1
YHL049C	VIII	3726	4541	-	816	0
YHR041C	VIII;VIII	189131;189851	189749;189864	-;-	633	147
YHR069C	VIII	233579	234658	-	1080	94
YHR200W	VIII	499079	499885	+	807	411
YHR053C	VIII	212535	212720	-	186	0
YHR218W	VIII;VIII	558014;558715	558615;559924	+;+	1812	0
YHR021W-A	VIII	149225	149680	+	456	3
YHR114W	VIII	338083	339984	+	1902	182
YHR039C	VIII	184875	186809	-	1935	343
YHL019W-A	VIII	67711	68304	+	594	4
YHR152W	VIII	401434	401955	+	522	153
YHL046W-A	VIII	9981	10307	+	327	2
YHL011C	VIII	80654	81616	-	963	212
YHR129C	VIII	362999	364153	-	1155	37
YHR199C	VIII	497490	498422	-	933	260
YHR159W	VIII	417549	419063	+	1515	51
